Date,Close,High,Low,Open,Volume,currency_pair
2024-10-01,0.8979399800300598,0.9040700197219849,0.8971999883651733,0.8979399800300598,0,USD/EUR
2024-10-02,0.9038400053977966,0.906279981136322,0.9023500084877014,0.9038400053977966,0,USD/EUR
2024-10-03,0.9050999879837036,0.90829998254776,0.9050999879837036,0.9050999879837036,0,USD/EUR
2024-10-04,0.9061599969863892,0.9127299785614014,0.9057999849319458,0.9061599969863892,0,USD/EUR
2024-10-07,0.9111999869346619,0.9127799868583679,0.9103299975395203,0.9111999869346619,0,USD/EUR
2024-10-08,0.9110999703407288,0.9122700095176697,0.9093000292778015,0.9110999703407288,0,USD/EUR
2024-10-09,0.9110999703407288,0.9140200018882751,0.9107000231742859,0.9110999703407288,0,USD/EUR
2024-10-10,0.9138000011444092,0.9162499904632568,0.9128699898719788,0.9138000011444092,0,USD/EUR
2024-10-11,0.9145900011062622,0.9151300191879272,0.9128900170326233,0.9145900011062622,0,USD/EUR
2024-10-14,0.9153000116348267,0.916949987411499,0.9140999913215637,0.9153000116348267,0,USD/EUR
2024-10-15,0.9166600108146667,0.9186300039291382,0.9158999919891357,0.9166600108146667,0,USD/EUR
2024-10-16,0.9187700152397156,0.9201200008392334,0.9172999858856201,0.9187700152397156,0,USD/EUR
2024-10-17,0.9205999970436096,0.9247400164604187,0.9199699759483337,0.9205999970436096,0,USD/EUR
2024-10-18,0.9233999848365784,0.9235100150108337,0.9204999804496765,0.9233999848365784,0,USD/EUR
2024-10-21,0.9200800061225891,0.9241200089454651,0.9200000166893005,0.9200800061225891,0,USD/EUR
2024-10-22,0.9243999719619751,0.9257599711418152,0.9226999878883362,0.9243999719619751,0,USD/EUR
2024-10-23,0.9261599779129028,0.9291399717330933,0.9251999855041504,0.9261599779129028,0,USD/EUR
2024-10-24,0.9276000261306763,0.9283699989318848,0.9250500202178955,0.9276000261306763,0,USD/EUR
2024-10-25,0.9238600134849548,0.9249100089073181,0.9222999811172485,0.9238600134849548,0,USD/EUR
2024-10-28,0.9262199997901917,0.9274100065231323,0.9236000180244446,0.9262199997901917,0,USD/EUR
2024-10-29,0.9244899749755859,0.9284700155258179,0.9236800074577332,0.9244899749755859,0,USD/EUR
2024-10-30,0.9241600036621094,0.9250699877738953,0.9202399849891663,0.9241600036621094,0,USD/EUR
2024-10-31,0.9208800196647644,0.9220799803733826,0.9184100031852722,0.9208800196647644,0,USD/EUR
2024-11-01,0.9186000227928162,0.9217900037765503,0.9170899987220764,0.9186000227928162,0,USD/EUR
2024-11-04,0.9195799827575684,0.9199299812316895,0.916100025177002,0.9195799827575684,0,USD/EUR
2024-11-05,0.9196199774742126,0.9196799993515015,0.9156000018119812,0.9196199774742126,0,USD/EUR
2024-11-06,0.9145399928092957,0.9359999895095825,0.9146299958229065,0.9145399928092957,0,USD/EUR
2024-11-07,0.9316999912261963,0.9333500266075134,0.9236999750137329,0.9316999912261963,0,USD/EUR
2024-11-08,0.9263399839401245,0.9336699843406677,0.9261500239372253,0.9263399839401245,0,USD/EUR
2024-11-11,0.9332799911499023,0.9408400058746338,0.9320999979972839,0.9332799911499023,0,USD/EUR
2024-11-12,0.9376999735832214,0.9436600208282471,0.9377800226211548,0.9376999735832214,0,USD/EUR
2024-11-13,0.9419100284576416,0.9469900131225586,0.939050018787384,0.9419100284576416,0,USD/EUR
2024-11-14,0.9466000199317932,0.9524499773979187,0.9451000094413757,0.9466000199317932,0,USD/EUR
2024-11-15,0.9496600031852722,0.9501699805259705,0.9441400170326233,0.9496600031852722,0,USD/EUR
2024-11-18,0.9493299722671509,0.9495599865913391,0.944599986076355,0.9493299722671509,0,USD/EUR
2024-11-19,0.9438499808311462,0.9498000144958496,0.9433000087738037,0.9438499808311462,0,USD/EUR
2024-11-20,0.9427199959754944,0.9516100287437439,0.942300021648407,0.9427199959754944,0,USD/EUR
2024-11-21,0.9482100009918213,0.9551900029182434,0.9472000002861023,0.9482100009918213,0,USD/EUR
2024-11-22,0.9551699757575989,0.9671300053596497,0.9524999856948853,0.9551699757575989,0,USD/EUR
2024-11-25,0.9542099833488464,0.9569799900054932,0.9496999979019165,0.9542099833488464,0,USD/EUR
2024-11-26,0.9574599862098694,0.9590200185775757,0.948419988155365,0.9574599862098694,0,USD/EUR
2024-11-27,0.9531800150871277,0.9546099901199341,0.9448699951171875,0.9531800150871277,0,USD/EUR
2024-11-28,0.9467499852180481,0.9497399926185608,0.9465000033378601,0.9467499852180481,0,USD/EUR
2024-11-29,0.9466999769210815,0.9484999775886536,0.9437999725341797,0.9466999769210815,0,USD/EUR
2024-12-02,0.9483100175857544,0.9558200240135193,0.9482499957084656,0.9482499957084656,0,USD/EUR
2024-12-03,0.952269971370697,0.9540299773216248,0.9496399760246277,0.952269971370697,0,USD/EUR
2024-12-04,0.9513999819755554,0.9547500014305115,0.9487599730491638,0.9513999819755554,0,USD/EUR
2024-12-05,0.9510999917984009,0.9515699744224548,0.9444400072097778,0.9510999917984009,0,USD/EUR
2024-12-06,0.9446799755096436,0.9482200145721436,0.9410499930381775,0.9446799755096436,0,USD/EUR
2024-12-09,0.9464799761772156,0.9493899941444397,0.9440400004386902,0.9464799761772156,0,USD/EUR
2024-12-10,0.9473999738693237,0.9523500204086304,0.9463000297546387,0.9473999738693237,0,USD/EUR
2024-12-11,0.949400007724762,0.9540500044822693,0.9487000107765198,0.949400007724762,0,USD/EUR
2024-12-12,0.9517599940299988,0.9555799961090088,0.9496700167655945,0.9517599940299988,0,USD/EUR
2024-12-13,0.9547399878501892,0.9565399885177612,0.9502999782562256,0.9547399878501892,0,USD/EUR
2024-12-16,0.9514700174331665,0.9546499848365784,0.9502000212669373,0.9514700174331665,0,USD/EUR
2024-12-17,0.9508100152015686,0.954200029373169,0.9494100213050842,0.9508100152015686,0,USD/EUR
2024-12-18,0.9528300166130066,0.9553099870681763,0.9509999752044678,0.9528300166130066,0,USD/EUR
2024-12-19,0.966159999370575,0.9659500122070312,0.9594900012016296,0.966159999370575,0,USD/EUR
2024-12-20,0.9647899866104126,0.9667199850082397,0.9584900140762329,0.9647899866104126,0,USD/EUR
2024-12-23,0.9584900140762329,0.9628400206565857,0.957099974155426,0.9584900140762329,0,USD/EUR
2024-12-24,0.9610000252723694,0.9627000093460083,0.9605000019073486,0.9610000252723694,0,USD/EUR
2024-12-25,0.9613000154495239,0.9613999724388123,0.9585000276565552,0.9613000154495239,0,USD/EUR
2024-12-26,0.9615799784660339,0.9623299837112427,0.9592000246047974,0.9615799784660339,0,USD/EUR
2024-12-27,0.9593999981880188,0.960919976234436,0.9574000239372253,0.9593999981880188,0,USD/EUR
2024-12-30,0.9588299989700317,0.9639300107955933,0.9561600089073181,0.9588299989700317,0,USD/EUR
2024-12-31,0.9609699845314026,0.9663199782371521,0.9592999815940857,0.9609699845314026,0,USD/EUR
2025-01-02,0.9660099744796753,0.9773399829864502,0.9638000130653381,0.9660099744796753,0,USD/EUR
2025-01-03,0.9738799929618835,0.9741399884223938,0.9703699946403503,0.9738799929618835,0,USD/EUR
2025-01-06,0.9703699946403503,0.9712200164794922,0.9583100080490112,0.9703699946403503,0,USD/EUR
2025-01-07,0.9628000259399414,0.9653000235557556,0.9581999778747559,0.9628000259399414,0,USD/EUR
2025-01-08,0.9666000008583069,0.9730700254440308,0.965399980545044,0.9666000008583069,0,USD/EUR
2025-01-09,0.9694899916648865,0.9721800088882446,0.9686999917030334,0.9694899916648865,0,USD/EUR
2025-01-10,0.9710999727249146,0.9783599972724915,0.9697499871253967,0.9710999727249146,0,USD/EUR
2025-01-13,0.976140022277832,0.9819499850273132,0.9755899906158447,0.976140022277832,0,USD/EUR
2025-01-14,0.9741600155830383,0.9765899777412415,0.9704999923706055,0.9741600155830383,0,USD/EUR
2025-01-15,0.970229983329773,0.9736499786376953,0.966159999370575,0.970229983329773,0,USD/EUR
2025-01-16,0.9713199734687805,0.9743000268936157,0.969789981842041,0.9713199734687805,0,USD/EUR
2025-01-17,0.9706900119781494,0.9740399718284607,0.9680799841880798,0.9706900119781494,0,USD/EUR
2025-01-20,0.9730100035667419,0.972819983959198,0.9590200185775757,0.9730100035667419,0,USD/EUR
2025-01-21,0.959630012512207,0.9666900038719177,0.9584000110626221,0.959630012512207,0,USD/EUR
2025-01-22,0.9609900116920471,0.9614700078964233,0.9562000036239624,0.9609900116920471,0,USD/EUR
2025-01-23,0.9606000185012817,0.9628700017929077,0.9591900110244751,0.9606000185012817,0,USD/EUR
2025-01-24,0.9600600004196167,0.960319995880127,0.9506300091743469,0.9600600004196167,0,USD/EUR
2025-01-27,0.9553300142288208,0.9565399885177612,0.9493299722671509,0.9553300142288208,0,USD/EUR
2025-01-28,0.9573900103569031,0.960129976272583,0.9564099907875061,0.9573900103569031,0,USD/EUR
2025-01-29,0.9588599801063538,0.9630699753761292,0.9574000239372253,0.9588599801063538,0,USD/EUR
2025-01-30,0.9592099785804749,0.9623399972915649,0.95551997423172,0.9592099785804749,0,USD/EUR
2025-01-31,0.9617900252342224,0.9650599956512451,0.9603999853134155,0.9617900252342224,0,USD/EUR
2025-02-03,0.975820004940033,0.9791399836540222,0.9683799743652344,0.975820004940033,0,USD/EUR
2025-02-04,0.9682999849319458,0.9730899930000305,0.9627599716186523,0.9682999849319458,0,USD/EUR
2025-02-05,0.9640600085258484,0.9642800092697144,0.9581800103187561,0.9640600085258484,0,USD/EUR
2025-02-06,0.9614599943161011,0.9657599925994873,0.9610499739646912,0.9614599943161011,0,USD/EUR
2025-02-07,0.9628599882125854,0.968559980392456,0.9609900116920471,0.9628599882125854,0,USD/EUR
2025-02-10,0.9697800278663635,0.9709200263023376,0.967490017414093,0.9697800278663635,0,USD/EUR
2025-02-11,0.9707300066947937,0.971560001373291,0.9660000205039978,0.9707300066947937,0,USD/EUR
2025-02-12,0.9647899866104126,0.9691600203514099,0.9619399905204773,0.9647899866104126,0,USD/EUR
2025-02-13,0.9622799754142761,0.9634600281715393,0.9573299884796143,0.9622799754142761,0,USD/EUR
2025-02-14,0.9558699727058411,0.9571099877357483,0.9511399865150452,0.9558699727058411,0,USD/EUR
2025-02-17,0.9533600211143494,0.9553499817848206,0.951740026473999,0.9533600211143494,0,USD/EUR
2025-02-18,0.9537100195884705,0.9575999975204468,0.9536100029945374,0.9537100195884705,0,USD/EUR
2025-02-19,0.9570900201797485,0.9610700011253357,0.9557999968528748,0.9570900201797485,0,USD/EUR
2025-02-20,0.9595999717712402,0.9597200155258179,0.9543099999427795,0.9595999717712402,0,USD/EUR
2025-02-21,0.9523299932479858,0.9569399952888489,0.95169997215271,0.9523299932479858,0,USD/EUR
2025-02-24,0.9546700119972229,0.9565399885177612,0.9497900009155273,0.9546700119972229,0,USD/EUR
2025-02-25,0.9559000134468079,0.9562100172042847,0.9507099986076355,0.9559000134468079,0,USD/EUR
2025-02-26,0.9502000212669373,0.9545199871063232,0.9498999714851379,0.9502000212669373,0,USD/EUR
2025-02-27,0.9534000158309937,0.9610900282859802,0.9532999992370605,0.9534000158309937,0,USD/EUR
2025-02-28,0.9619899988174438,0.9632200002670288,0.9595999717712402,0.9619899988174438,0,USD/EUR
2025-03-03,0.9602599740028381,0.9624199867248535,0.9523599743843079,0.9602599740028381,0,USD/EUR
2025-03-04,0.9537400007247925,0.9549499750137329,0.9470099806785583,0.9537400007247925,0,USD/EUR
2025-03-05,0.9409999847412109,0.9431399703025818,0.9271399974822998,0.9409999847412109,0,USD/EUR
2025-03-06,0.926360011100769,0.9274299740791321,0.9215700030326843,0.926360011100769,0,USD/EUR
2025-03-07,0.9269599914550781,0.9274600148200989,0.9186400175094604,0.9269599914550781,0,USD/EUR
2025-03-10,0.9207599759101868,0.9253900051116943,0.9196699857711792,0.9207599759101868,0,USD/EUR
2025-03-11,0.9225599765777588,0.9227799773216248,0.9148899912834167,0.9225599765777588,0,USD/EUR
2025-03-12,0.9162399768829346,0.9193500280380249,0.9145299792289734,0.9162399768829346,0,USD/EUR
2025-03-13,0.9185900092124939,0.9239599704742432,0.9175000190734863,0.9185900092124939,0,USD/EUR
2025-03-14,0.921180009841919,0.9232500195503235,0.9165800213813782,0.921180009841919,0,USD/EUR
2025-03-17,0.9190099835395813,0.9200299978256226,0.9150000214576721,0.9190099835395813,0,USD/EUR
2025-03-18,0.9158200025558472,0.917680025100708,0.9128699898719788,0.9158200025558472,0,USD/EUR
2025-03-19,0.9141200184822083,0.9194599986076355,0.9136000275611877,0.9141200184822083,0,USD/EUR
2025-03-20,0.9164299964904785,0.9243599772453308,0.9159600138664246,0.9164299964904785,0,USD/EUR
2025-03-21,0.9210900068283081,0.9254400134086609,0.9207000136375427,0.9210900068283081,0,USD/EUR
2025-03-24,0.9228699803352356,0.9267200231552124,0.9210699796676636,0.9228699803352356,0,USD/EUR
2025-03-25,0.9256200194358826,0.9277600049972534,0.92330002784729,0.9256200194358826,0,USD/EUR
2025-03-26,0.9269999861717224,0.9286100268363953,0.9257299900054932,0.9269999861717224,0,USD/EUR
2025-03-27,0.9309200048446655,0.9309200048446655,0.9243199825286865,0.9309200048446655,0,USD/EUR
2025-03-28,0.9258400201797485,0.9288600087165833,0.9220600128173828,0.9258400201797485,0,USD/EUR
2025-03-31,0.9238799810409546,0.9271500110626221,0.9217900037765503,0.9238799810409546,0,USD/EUR
2025-04-01,0.924310028553009,0.9276800155639648,0.92330002784729,0.924310028553009,0,USD/EUR
2025-04-02,0.9262700080871582,0.9274700284004211,0.9197400212287903,0.9262700080871582,0,USD/EUR
2025-04-03,0.916700005531311,0.918910026550293,0.8981999754905701,0.916700005531311,0,USD/EUR
2025-04-04,0.905489981174469,0.9120100140571594,0.9002900123596191,0.905489981174469,0,USD/EUR
2025-04-07,0.9103699922561646,0.9171599745750427,0.904990017414093,0.9103699922561646,0,USD/EUR
2025-04-08,0.9161400198936462,0.9181100130081177,0.9097599983215332,0.9161400198936462,0,USD/EUR
2025-04-09,0.9107099771499634,0.9113900065422058,0.9013199806213379,0.9107099771499634,0,USD/EUR
2025-04-10,0.913070023059845,0.9129800200462341,0.8908399939537048,0.913070023059845,0,USD/EUR
2025-04-11,0.8882700204849243,0.8888199925422668,0.8716999888420105,0.8882700204849243,0,USD/EUR
2025-04-14,0.8815900087356567,0.8849800229072571,0.8752899765968323,0.8815900087356567,0,USD/EUR
2025-04-15,0.8818600177764893,0.8860800266265869,0.8788999915122986,0.8818600177764893,0,USD/EUR
2025-04-16,0.8855299949645996,0.8854100108146667,0.8779500126838684,0.8855299949645996,0,USD/EUR
2025-04-17,0.8774399757385254,0.8817300200462341,0.8774700164794922,0.8774399757385254,0,USD/EUR
2025-04-22,0.8686000108718872,0.8730599880218506,0.8660600185394287,0.8686000108718872,0,USD/EUR
2025-04-23,0.8809599876403809,0.8819900155067444,0.8741199970245361,0.8809599876403809,0,USD/EUR
2024-08-20,0.7698000073432922,0.7706800103187561,0.7666100263595581,0.7698100209236145,0,USD/GBP
2024-08-21,0.7671399712562561,0.7685400247573853,0.7645999789237976,0.7671599984169006,0,USD/GBP
2024-08-22,0.7637400031089783,0.7644000053405762,0.7616699934005737,0.7637699842453003,0,USD/GBP
2024-08-23,0.7634900212287903,0.7637799978256226,0.7558599710464478,0.7634999752044678,0,USD/GBP
2024-08-26,0.756850004196167,0.7585800290107727,0.7562900185585022,0.7567300200462341,0,USD/GBP
2024-08-27,0.7580500245094299,0.7586789727210999,0.7549499869346619,0.7580289840698242,0,USD/GBP
2024-08-28,0.754289984703064,0.7580000162124634,0.7540000081062317,0.7543500065803528,0,USD/GBP
2024-08-29,0.7579399943351746,0.7606499791145325,0.7560290098190308,0.757889986038208,0,USD/GBP
2024-08-30,0.7595199942588806,0.7618200182914734,0.7574999928474426,0.7595800161361694,0,USD/GBP
2024-09-02,0.7616999745368958,0.76214998960495,0.760200023651123,0.7615699768066406,0,USD/GBP
2024-09-03,0.760919988155365,0.7639399766921997,0.7605999708175659,0.7609699964523315,0,USD/GBP
2024-09-04,0.7625399827957153,0.7632200121879578,0.7590199708938599,0.7625700235366821,0,USD/GBP
2024-09-05,0.7607600092887878,0.7610999941825867,0.7582600116729736,0.7607600092887878,0,USD/GBP
2024-09-06,0.758870005607605,0.7616199851036072,0.7556099891662598,0.7588800191879272,0,USD/GBP
2024-09-09,0.7614200115203857,0.7650200128555298,0.7608100175857544,0.7614799737930298,0,USD/GBP
2024-09-10,0.765030026435852,0.766290009021759,0.7629200220108032,0.7651200294494629,0,USD/GBP
2024-09-11,0.7645099759101868,0.7690399885177612,0.7626799941062927,0.7644000053405762,0,USD/GBP
2024-09-12,0.7669000029563904,0.767300009727478,0.7642999887466431,0.7669199705123901,0,USD/GBP
2024-09-13,0.7614799737930298,0.7623999714851379,0.7600600123405457,0.761430025100708,0,USD/GBP
2024-09-16,0.7611510157585144,0.7612699866294861,0.7567800283432007,0.7612699866294861,0,USD/GBP
2024-09-17,0.7569599747657776,0.759880006313324,0.755840003490448,0.7569599747657776,0,USD/GBP
2024-09-18,0.7594500184059143,0.7601000070571899,0.7545499801635742,0.759440004825592,0,USD/GBP
2024-09-19,0.7575100064277649,0.7601600289344788,0.7512099742889404,0.7573800086975098,0,USD/GBP
2024-09-20,0.7529100179672241,0.7535499930381775,0.7495499849319458,0.752839982509613,0,USD/GBP
2024-09-23,0.7510899901390076,0.7546399831771851,0.7484899759292603,0.7511600255966187,0,USD/GBP
2024-09-24,0.7490699887275696,0.75,0.7463099956512451,0.7490800023078918,0,USD/GBP
2024-09-25,0.7447500228881836,0.7498000264167786,0.7446200251579285,0.7447500228881836,0,USD/GBP
2024-09-26,0.7509880065917969,0.7510799765586853,0.7444400191307068,0.751039981842041,0,USD/GBP
2024-09-27,0.7455000281333923,0.7484099864959717,0.744700014591217,0.7455999851226807,0,USD/GBP
2024-09-30,0.7472000122070312,0.7483299970626831,0.7448999881744385,0.7472000122070312,0,USD/GBP
2024-10-01,0.7476000189781189,0.7538800239562988,0.7468000054359436,0.7475000023841858,0,USD/GBP
2024-10-02,0.753350019454956,0.7547900080680847,0.7515699863433838,0.7533100247383118,0,USD/GBP
2024-10-03,0.7537999749183655,0.7636899948120117,0.7538400292396545,0.7539499998092651,0,USD/GBP
2024-10-04,0.7616000175476074,0.764930009841919,0.7590000033378601,0.7615900039672852,0,USD/GBP
2024-10-07,0.7618899941444397,0.76569002866745,0.7613800168037415,0.7619600296020508,0,USD/GBP
2024-10-08,0.7642499804496765,0.7653800249099731,0.7625600099563599,0.7641699910163879,0,USD/GBP
2024-10-09,0.7636600136756897,0.7657899856567383,0.7631400227546692,0.763700008392334,0,USD/GBP
2024-10-10,0.765209972858429,0.7675999999046326,0.7637400031089783,0.76528000831604,0,USD/GBP
2024-10-11,0.7655699849128723,0.7666800022125244,0.7644000053405762,0.7656000256538391,0,USD/GBP
2024-10-14,0.7663400173187256,0.7673699855804443,0.7649800181388855,0.766319990158081,0,USD/GBP
2024-10-15,0.7652599811553955,0.7670900225639343,0.7632499933242798,0.7652000188827515,0,USD/GBP
2024-10-16,0.7653499841690063,0.7702000141143799,0.764680027961731,0.7653700113296509,0,USD/GBP
2024-10-17,0.7698100209236145,0.7706599831581116,0.7680299878120422,0.7697200179100037,0,USD/GBP
2024-10-18,0.7682999968528748,0.7684999704360962,0.7651900053024292,0.768280029296875,0,USD/GBP
2024-10-21,0.7661299705505371,0.7704300284385681,0.7660999894142151,0.7662000060081482,0,USD/GBP
2024-10-22,0.7702400088310242,0.772409975528717,0.7683299779891968,0.7702299952507019,0,USD/GBP
2024-10-23,0.7702500224113464,0.7729399800300598,0.7694600224494934,0.7702999711036682,0,USD/GBP
2024-10-24,0.774370014667511,0.7744600176811218,0.7700099945068359,0.7742099761962891,0,USD/GBP
2024-10-25,0.7708100080490112,0.7717800140380859,0.7692800164222717,0.7707700133323669,0,USD/GBP
2024-10-28,0.7717099785804749,0.7727599740028381,0.7691799998283386,0.7717099785804749,0,USD/GBP
2024-10-29,0.7707300186157227,0.7717000246047974,0.768779993057251,0.7706800103187561,0,USD/GBP
2024-10-30,0.7684000134468079,0.7728300094604492,0.7669100165367126,0.7685400247573853,0,USD/GBP
2024-10-31,0.7716299891471863,0.7783600091934204,0.7692999839782715,0.7716799974441528,0,USD/GBP
2024-11-01,0.7753300070762634,0.7760699987411499,0.7704600095748901,0.7755100131034851,0,USD/GBP
2024-11-04,0.7719979882240295,0.7730200290679932,0.7692000269889832,0.7720199823379517,0,USD/GBP
2024-11-05,0.7719299793243408,0.7722700238227844,0.7679700255393982,0.7720000147819519,0,USD/GBP
2024-11-06,0.7666599750518799,0.7790399789810181,0.7666500210762024,0.7668399810791016,0,USD/GBP
2024-11-07,0.776199996471405,0.7765499949455261,0.7686899900436401,0.776199996471405,0,USD/GBP
2024-11-08,0.7702800035476685,0.7749999761581421,0.7700999975204468,0.7702000141143799,0,USD/GBP
2024-11-11,0.7741699814796448,0.7778099775314331,0.7735999822616577,0.7742499709129333,0,USD/GBP
2024-11-12,0.7767000198364258,0.7854700088500977,0.7767500281333923,0.7767500281333923,0,USD/GBP
2024-11-13,0.7849799990653992,0.7880499958992004,0.7835500240325928,0.7850900292396545,0,USD/GBP
2024-11-14,0.7869799733161926,0.7916780114173889,0.7861400246620178,0.7869200110435486,0,USD/GBP
2024-11-15,0.7893999814987183,0.792639970779419,0.7875000238418579,0.7894899845123291,0,USD/GBP
2024-11-18,0.7925400137901306,0.79271000623703,0.7897499799728394,0.7924100160598755,0,USD/GBP
2024-11-19,0.7886899709701538,0.7927200198173523,0.788100004196167,0.7886899709701538,0,USD/GBP
2024-11-20,0.7877399921417236,0.7915700078010559,0.7864999771118164,0.7877200245857239,0,USD/GBP
2024-11-21,0.7901800274848938,0.7948099970817566,0.7897999882698059,0.7901399731636047,0,USD/GBP
2024-11-22,0.7946100234985352,0.8007299900054932,0.7940000295639038,0.7945700287818909,0,USD/GBP
2024-11-25,0.7940400242805481,0.7972999811172485,0.7928500175476074,0.7943400144577026,0,USD/GBP
2024-11-26,0.7978900074958801,0.7994400262832642,0.7926099896430969,0.7980499863624573,0,USD/GBP
2024-11-27,0.7953000068664551,0.7956900000572205,0.7878400087356567,0.795199990272522,0,USD/GBP
2024-11-28,0.7887899875640869,0.7907800078392029,0.7879300117492676,0.7889599800109863,0,USD/GBP
2024-11-29,0.7875999808311462,0.7890400290489197,0.7843899726867676,0.7876200079917908,0,USD/GBP
2024-12-02,0.7872999906539917,0.7924299836158752,0.7860299944877625,0.7870500087738037,0,USD/GBP
2024-12-03,0.7899799942970276,0.7911199927330017,0.7875999808311462,0.7900099754333496,0,USD/GBP
2024-12-04,0.7889999747276306,0.7914000153541565,0.7863199710845947,0.7889999747276306,0,USD/GBP
2024-12-05,0.7873299717903137,0.7878000140190125,0.7830700278282166,0.7873200178146362,0,USD/GBP
2024-12-06,0.7837399840354919,0.7854499816894531,0.7806599736213684,0.7837399840354919,0,USD/GBP
2024-12-09,0.7843570113182068,0.786300003528595,0.7813699841499329,0.7845199704170227,0,USD/GBP
2024-12-10,0.7843700051307678,0.7858399748802185,0.78329998254776,0.7844099998474121,0,USD/GBP
2024-12-11,0.7824699878692627,0.7864900231361389,0.7823399901390076,0.7824500203132629,0,USD/GBP
2024-12-12,0.7833099961280823,0.7890599966049194,0.7820000052452087,0.78329998254776,0,USD/GBP
2024-12-13,0.7888100147247314,0.7930799722671509,0.7886899709701538,0.788919985294342,0,USD/GBP
2024-12-16,0.7919300198554993,0.7918800115585327,0.7875999808311462,0.7918000221252441,0,USD/GBP
2024-12-17,0.7879999876022339,0.7894099950790405,0.7861300110816956,0.7876999974250793,0,USD/GBP
2024-12-18,0.7867299914360046,0.7886199951171875,0.7859699726104736,0.7868499755859375,0,USD/GBP
2024-12-19,0.7956900000572205,0.79830002784729,0.7894999980926514,0.795520007610321,0,USD/GBP
2024-12-20,0.8001300096511841,0.8015260100364685,0.7942100167274475,0.8001599907875061,0,USD/GBP
2024-12-23,0.7955499887466431,0.7993000149726868,0.7943999767303467,0.7954199910163879,0,USD/GBP
2024-12-24,0.7978000044822693,0.7984499931335449,0.7952899932861328,0.7978500127792358,0,USD/GBP
2024-12-25,0.7976999878883362,0.8058019876480103,0.7804539799690247,0.7976999878883362,0,USD/GBP
2024-12-26,0.7972099781036377,0.7998300194740295,0.7968130111694336,0.7972000241279602,0,USD/GBP
2024-12-27,0.7980999946594238,0.7995700240135193,0.794189989566803,0.7981200218200684,0,USD/GBP
2024-12-30,0.7949879765510559,0.7994800209999084,0.793179988861084,0.7949399948120117,0,USD/GBP
2024-12-31,0.7968699932098389,0.799049973487854,0.7956600189208984,0.7968760132789612,0,USD/GBP
